SubLevel,QNumber,QContent,AnswerA,AnswerB,AnswerC,AnswerD,CorrectAnswer,Passed
175,1747,"Can you ......... the books with you when you come to see me, please?",bring,collect,take,get,bring,0
175,1748,Furama resort is expensive. It ............ you 190 dollars a day,prices,costs,takes,charges,charges,0
175,1749,"....... accepting your job offer, can you tell me some more about the company?",In advance,In order,Until,Before,Before,0
175,1750,Over the centuries there are gradual changes in the Earth's surface,frequent,sudden,quick,small,small,0
176,1751,Could we have a ............ of tennis after lunch?,match,play,game,party,game,0
176,1752,Vu Trong Phung devoted most of his time .................. novels,to having written,to write,to writing,to have written,to writing,0
176,1753,They will have to ............. off water supplies while repairs to the pipes are carried out.,cut,take,break,set,cut,0
176,1754,"""Is it as cold as winter in Russia?"" ""It's very much .................. .",cold,colder,coldest,the coldest,colder,0
176,1755,You can't get home .......... you have no money,unless,if,until,without,if,0
176,1756,"""I'd like to make a trip in Malaysia ."" ""I would like too, but I want to see HongKong even more ............... Malaysia .""",to,than,as,All are incorrect,than,0
176,1757,The child was told to .......... for being rude to his uncle,excuse,apologise,forgive,confess,apologise,0
176,1758,The fire resulted ............. heavy damage. They are considering ............... putting in new fire equipment.,in / -,in / about,- / in,All are incorrect,in / -,0
176,1759,I ............ the heat because I had been living there for a long time,used to,am used to,got used to,was used of,got used to,0
176,1760,"In spite of his illness, he never cuts ............. smoking",in,off,down on,down,down on,0
177,1761,The dog was so dirty that he looked as if he ....... in the mud,had been lay,had been lying,had been laid,had been lain,had been lying,0
177,1762,She is very keen ............. learning English. She is especially good.................. spelling,on / at,at / on,in / at,on / in,on / at,0
177,1763,"When I reached the place, I found that the man ....",death,was died,was death,was dead,was dead,0
177,1764,"Her father would like her to run one of his shops, but she finds shop-keeping totally .................",interesting,interested,uninteresting,uninterested,uninteresting,0
177,1765,I wish you wouldn't call him ....... that insulting name,by,with,in,under,by,0
177,1766,"He'd like a job as a chef, but the problem is that he is totally ............",training,trained,untrained,trainer,untrained,0
177,1767,It was raining very ........ so I took my umbrella .,wet,badly,hard,firmly,hard,0
177,1768,I find it quite .................. to talk in front of a group of people,embarrass,embarrassing,embarrassed,embarrassment,embarrassing,0
177,1769,He will never arrive in Hanoi by tomorrow morning unless he .......... early,will start,would start,starts,will have started,starts,0
177,1770,There is no ................ on this cheque,signature,sign,signatory,signal,signature,0
178,1771,This garden is ........ a lot of money,valued,cost,priced,worth,worth,0
178,1772,The gas from the chemical factory was extremely ....................,harm,harmful,harmfully,harmless,harmful,0
178,1773,We haven't ................... this room for years,decorated,decorate,decoration,decorative,decorated,0
178,1774,How excellent was the meal! The apples were particularly ...............,flavored,delicious,tasteful,desirable,delicious,0
178,1775,I have been in England ................ the beginning of October,for,since,at,in,since,0
178,1776,The teacher ............... them the answer to the question,explained,told,said,discussed,told,0
178,1777,"Although we argued with her for a long time, she kept her ground",changed her decision,felt sorry for us,refused to change her decision,wanted to continue,refused to change her decision,0
178,1778,"All of us sat quietly in the classroom, .................... to our teacher",listening,listen,listened,listens,listening,0
178,1779,He .......... when I arrived,was sleeping,has slept,should sleep,sleeps,was sleeping,0
178,1780,"Rich and Steve were badly hurt in the last match, so ............... can play today.",both of them,either one of them,neither of them,not any of them,neither of them,0
179,1781,Put the ice-cream in the ................ please,freeze,freezer,frozen,freezing,freezer,0
179,1782,"................ you run fast, you are likely to miss the train",When,Unless,Since,Because,Unless,0
179,1783,I don't like him. He always carries ....... with the girls,on,out,through,off,on,0
179,1784,Mark is one of those who ................. money,enjoys to spend,enjoys spending,enjoy to spend,enjoy spending,enjoy spending,0
179,1785,He steals ................ he doesn't have enough money to buy food,unless,if,because,although,because,0
179,1786,There was nothing they could do ................. leave the car at the roadside where it had broken down.,than,unless,instead of,but,but,0
179,1787,Sydney is an important commercial and industrial centre ................... the south- east coast of Australia .,in,on,at,along,on,0
179,1788,Simon admitted that his cruel joke was .......................,intention,intentional,unintentional,intentionally,intentional,0
179,1789,I wish you a very happy ..................,retire,retired,retiring,retirement,retirement,0
179,1790,"The group called ""Friends of the Earth"" is concerned about the ............... of the natural environment.",conserve,conservation,conservatory,conservator,conservation,0
180,1791,He was one of the greatest scientists and thinkers ............ history,into,in,to,by,in,0
180,1792,The best animals in the show were the ................ tigers,dancer,dancers,dancing,danced,dancing,0
180,1793,In her ................. she was a well-known athlete,young,youngish,younger,youth,youth,0
180,1794,"His daughter was only eight, but she ate .................... her father did",much than,more that,as much as,as much than,as much as,0
180,1795,His sister looks beautiful but she ...................... to be a opium addict,turned into,turned off,turned down,turned out,turned out,0
